,title_g,description_g,manufacturer_g,price_g,id_g
327,bias peak le 5 software music production software,peak le 5 stereo audio editing processing and mastering software for mac os x good audio editors are like swiss army knives. they perform all of their multiple tasks equally well. bias peak le 5 although a lite version nonetheless delivers a very ...,,99.0,http://www.google.com/base/feeds/snippets/18277398973089665313
328,microsoft digital image suite plus full version of photo editing software for windows.,adorama camera: · enjoy professional quality features that allow you to effortlessly capture edit and share your photos and videos. · microsoft and pinnacle have teamed up to bring you a complete photo and video organization and editing software ...,,89.95,http://www.google.com/base/feeds/snippets/8894150903607310427
329,marine aquarium + sharks (win 98 me 2000 xp),see this amazing virtual phenomenon for yourself! view marine life so vibrant you won t believe your eyes! gorgeous details have gone into creating the high-resolution 3d fish models and reef tank for an indescribably realistic effect. achieve ...,,9.95,http://www.google.com/base/feeds/snippets/18382903514613113420
330,encore software 10272 - marine aquarium + sharks - win 98 me 2000 xp,encore software 10272 : marine aquarium is the only screen saver used by over a quarter of a million users offering 26 fish and an unprecedented bonus of 11 sharks free! system requirements: windows 98se/me/2000 sp4/xp sp1* pentium class cpu (120mhz ...,,7.69,http://www.google.com/base/feeds/snippets/4747185109584668947
331,broderbund mavis beacon teaches typing standard17,macintosh® minimum system requirements: powerpc g3 333-mhz processor or faster mac os 9.2 mac os 10.2.2 and higher 64 mb ram for mac os 9.2 128 mb ram for mac os 10.2.8-10.3.9 256 mb ram for mac os 10.4.x 16x cd-rom drive 360 mb free hard disk ...,,22.99,http://www.google.com/base/feeds/snippets/12929795214910360357
332,encore software 10075 - encore mavis beacon teaches typing v.17.0 standard - typing tutor - pc mac,encore software 10075 : the leading typing tutorial for 11 years mavis beacon teaches typing v.17 is the only typing software guaranteed to improve your typing in 2 weeks. system requirements: windows system requirements windows 98/me/2000/xp 266 ...,,18.97,http://www.google.com/base/feeds/snippets/9246547342017279002
333,mavis beacon teaches typing 17 standard (pc/mac) encore,key features: over 250 lessons practice 15 minutes a day arcade-style games import mp3 files download to palm os windows and mac ...,,19.99,http://www.google.com/base/feeds/snippets/12643092178258671772
334,topics entertainment reference success deluxe 2006,11 resources on 8 cd-roms. the new definition of achievement introducing reference success deluxe 2006 the leading-edge suite of software tools for the personal computer. ideal for individual students or entire families at all comprehension levels ...,,22.9,http://www.google.com/base/feeds/snippets/10993073455692001778
335,microsoft 121-00324 - visual studio team suite 2005 with msdn premium subscriptions - complete product - software development - standard - 1 user(s) - complete product - english - pc- free shipping,microsoft 121-00324 : design develop and test modern service-oriented solutions. team suite combines the visual studio team system role-based products into a set that address the needs of multifunctional roles in an organization. with visual ...,,10015.97,http://www.google.com/base/feeds/snippets/124870490385972224
336,media studio for psp standard editon (800060),media studio for psp standard editon brand: encore software mpn: 800060 variant name: media studio for psp standard editon,,47.99,http://www.google.com/base/feeds/snippets/12383342975629473219
337,brain play preschool - 1st grade,boost growing minds with the brain-building activities of brain play! learn important reading math logic and typing skills on cd-roms and then practice skills with a comprehensive workbook that reinforces learning lessons.system requirements: ...,,25.99,http://www.google.com/base/feeds/snippets/18395874674910243298
338,scholastic brain play preschool to 1st grade topics,key features: preschool to 1st grade brain play workbook learn early math practice reading apply logic gain typing skills ...,,19.99,http://www.google.com/base/feeds/snippets/9984474904568818121
339,csdc best of card games j/c - on hand software,1. over 150 varieties of classic card game favorites 2. multiple variations of solitaire poker oh hell fan tan spite and malice canasta and more! 3. plus 5 games just for kids! memory old maid go fish war and crazy eights! 4. cu,,7.17,http://www.google.com/base/feeds/snippets/17392222800642377551
340,allume stuffit deluxe 10.0 os x 10.4 or higher,system requirements mac os 10.3 or better. mac os 10.4 tiger is required for automator and spotlight support.,,69.99,http://www.google.com/base/feeds/snippets/12825336441689158397
341,mavis beacon teaches typing v17 deluxe pc/mac,overview the leader in typing tutorial software for 11 years running mavis beacon teaches typing v.17 is the only typing software delivering the customized training you need in a motivating engaging format. work at your own pace with lesson ...,,29.9,http://www.google.com/base/feeds/snippets/13540884315258409885
342,broderbund mavis beacon teaches typing deluxe17,macintosh® minimum system requirements: powerpc g3 333-mhz processor or faster mac os 9.2 mac os 10.2.2 and higher 64 mb ram for mac os 9.2 128 mb ram for mac os 10.2.8-10.3.9 256 mb ram for mac os 10.4.x 16x cd-rom drive 360 mb free hard disk ...,,36.99,http://www.google.com/base/feeds/snippets/7704167897291051109
343,stationery design studio (win 98 me 2000 xp),use custom layouts to design and print high impact business stationery without the added cost of additional software. reinforce your identity by instantly matching letterhead labels and envelopes to your business card before sending your results to ...,,19.99,http://www.google.com/base/feeds/snippets/13796906802854864998
344,world book 2006,overview with over 87 years of experience and a global reputation for unsurpassed excellence world book 2006 is firmly established as the premier reference source for students parents teachers and librarians. now the 1 name in reliability and ...,,17.9,http://www.google.com/base/feeds/snippets/3077454195131808819
345,magix webradio recorder (pc) magix entertainment,key features: over 2000 stations record broadcasts automatic programming dvr-type functionality user guide...,,24.99,http://www.google.com/base/feeds/snippets/11443016597547288676
346,sibelius photoscore professional scanning software music production software,photoscore professional - advance music scanning software - mac os x and windows photoscore professional from sibelius is a scanning software extension for sibelius 4 software and an advanced version of the photoscore lite . it can also scan music ...,,179.95,http://www.google.com/base/feeds/snippets/17153123894129090968
347,imsi turbocad designer 11,lets even the most novice computer user design like a pro. use the interactive tutorials and start creating impressive 2d sketches and precision technical drawings and more. whether your a beginner casual designer or a design enthusiast this ...,,12.9,http://www.google.com/base/feeds/snippets/10911853136488554482
348,instant immers japanese dlx 2.,topics entertainment instant immersion japanese deluxe 2.0 from the publisher of the nation's 1 selling instant immersion language line comes instant immersion japanese deluxe a comprehensive approach to language study focusing on listening reading ...,,36.11,http://www.google.com/base/feeds/snippets/11029185598470444071
349,instant immers german dlux 2.0,topics entertainment instant immersion german deluxe 2.0 you set the pace for learning with this series of personalized beginner intermediate and advanced programs. with entertaining instruction on 20 key lessons including vocabulary grammar and ...,,36.11,http://www.google.com/base/feeds/snippets/12737245292905990966
